date,quantité,catégorie_produit,nom_client,longitude,latitude,type_transport,coût_transport
2021-01-01,17,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,21.0
2021-01-01,19,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,14.0
2021-01-01,20,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,11.0
2021-01-01,22,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,11.94
2021-01-01,24,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,14.79
2021-01-01,25,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,16.0
2021-01-01,27,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,17.27
2021-01-01,28,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,15.0
2021-01-01,30,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,16.51
2021-01-01,32,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,21.83
2021-01-01,33,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,20.59
2021-01-01,36,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,21.21
2021-01-01,40,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,23.72
2021-01-01,41,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,20.5
2021-01-01,44,Farine protéique pour alimentation humaine,Fontaine,2.12213,48.8222,camion,24.22
2021-01-01,1,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,10.0
2021-01-01,2,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,17.0
2021-01-01,3,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,23.0
2021-01-01,4,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,21.0
2021-01-01,5,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,10.0
2021-01-01,6,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,15.0
2021-01-01,7,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,9.0
2021-01-01,8,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,17.0
2021-01-01,9,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,15.0
2021-01-01,10,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,23.0
2021-01-01,11,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,19.0
2021-01-01,12,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,13.0
2021-01-01,13,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,11.0
2021-01-01,14,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,14.0
2021-01-01,15,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,19.0
2021-01-01,16,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,15.0
2021-01-01,17,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,16.0
2021-01-01,18,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,22.0
2021-01-01,19,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,15.0
2021-01-01,20,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,19.0
2021-01-01,24,Farine protéique pour alimentation humaine,Greco-Devos,4.52529,50.71229,camion,12.0
2021-01-01,1,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,11.0
2021-01-01,3,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,18.02
2021-01-01,4,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,24.02
2021-01-01,6,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,avion,47.22
2021-01-01,7,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,31.17
2021-01-01,8,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,45.56
2021-01-01,9,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,60.57
2021-01-01,11,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,52.39
2021-01-01,12,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,68.34
2021-01-01,14,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,84.08
2021-01-01,15,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,77.66
2021-01-01,16,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,62.96
2021-01-01,17,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,88.01
2021-01-01,19,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,86.56
2021-01-01,20,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,97.33
2021-01-01,22,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,avion,225.52
2021-01-01,24,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,129.23
2021-01-01,25,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,150.14
2021-01-01,27,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,164.95
2021-01-01,28,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,136.27
2021-01-01,30,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,192.6
2021-01-01,32,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,195.5
2021-01-01,33,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,198.19
2021-01-01,35,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,195.7
2021-01-01,38,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,267.56
2021-01-01,40,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,165.67
2021-01-01,44,Protéines d'insectes pour alimentation animale,Herrera-Gomez,-60.93173,-31.4488,bateau,209.58
2021-01-01,1,Insectes en vrac,Köster AG,11.18709,48.73218,rail,8.0
2021-01-01,2,Insectes en vrac,Köster AG,11.18709,48.73218,rail,9.0
2021-01-01,3,Insectes en vrac,Köster AG,11.18709,48.73218,rail,19.0
2021-01-01,4,Insectes en vrac,Köster AG,11.18709,48.73218,rail,14.0
2021-01-01,5,Insectes en vrac,Köster AG,11.18709,48.73218,rail,14.0
2021-01-01,1,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,14.0
2021-01-01,2,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,10.0
2021-01-01,3,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,16.0
2021-01-01,4,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,19.0
2021-01-01,5,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,16.0
2021-01-01,6,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,18.99
2021-01-01,7,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,18.84
2021-01-01,8,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,25.47
2021-01-01,9,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,27.46
2021-01-01,10,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,28.24
2021-01-01,11,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,28.97
2021-01-01,12,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,35.02
2021-01-01,13,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,32.52
2021-01-01,14,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,37.14
2021-01-01,15,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,42.64
2021-01-01,16,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,38.51
2021-01-01,17,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,51.87
2021-01-01,18,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,47.41
2021-01-01,20,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,54.58
2021-01-01,21,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,59.69
2021-01-01,24,Barres protéinées,Laakkonen Oyj,24.14662,65.84811,rail,67.77
2021-01-01,1,Protéines d'insectes pour alimentation animale,Laboratorio González y Asociados S.p.A.,-71.23106,-32.45242,bateau,21.0
2021-01-01,2,Protéines d'insectes pour alimentation animale,Laboratorio González y Asociados S.p.A.,-71.23106,-32.45242,bateau,13.0
2021-01-01,3,Protéines d'insectes pour alimentation animale,Laboratorio González y Asociados S.p.A.,-71.23106,-32.45242,bateau,15.67
2021-01-01,4,Protéines d'insectes pour alimentation animale,Laboratorio González y Asociados S.p.A.,-71.23106,-32.45242,bateau,24.9
2021-01-01,5,Protéines d'insectes pour alimentation animale,Laboratorio González y Asociados S.p.A.,-71.23106,-32.45242,bateau,28.34
2021-01-01,6,Protéines d'insectes pour alimentation animale,Laboratorio González y Asociados S.p.A.,-71.23106,-32.45242,bateau,31.34
2021-01-01,1,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,12.0
2021-01-01,2,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,20.0
2021-01-01,3,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,12.0
2021-01-01,4,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,17.0
2021-01-01,5,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,16.0
2021-01-01,6,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,13.0
2021-01-01,7,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,24.0
2021-01-01,8,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,rail,28.92
2021-01-01,9,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,16.0
2021-01-01,10,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,13.0
2021-01-01,11,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,15.54
2021-01-01,12,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,26.0
2021-01-01,13,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,21.0
2021-01-01,14,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,17.0
2021-01-01,15,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,12.78
2021-01-01,16,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,17.29
2021-01-01,18,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,14.21
2021-01-01,19,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,18.0
2021-01-01,20,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,17.87
2021-01-01,21,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,24.43
2021-01-01,22,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,25.6
2021-01-01,24,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,22.44
2021-01-01,25,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,28.05
2021-01-01,30,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,38.65
2021-01-01,32,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,31.91
2021-01-01,34,Huile d'insectes,Lopes Nunes S/A,-25.66689,37.74615,bateau,28.26
2021-01-01,1,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,11.0
2021-01-01,2,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,17.0
2021-01-01,4,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,19.44
2021-01-01,5,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,28.93
2021-01-01,6,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,34.02
2021-01-01,7,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,39.69
2021-01-01,8,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,41.66
2021-01-01,9,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,58.32
2021-01-01,11,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,72.55
2021-01-01,12,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,74.98
2021-01-01,13,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,72.21
2021-01-01,14,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,66.42
2021-01-01,15,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,90.26
2021-01-01,16,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,96.28
2021-01-01,18,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,124.97
2021-01-01,19,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,92.34
2021-01-01,21,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,145.8
2021-01-01,22,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,117.1
2021-01-01,23,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,135.73
2021-01-01,25,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,164.9
2021-01-01,26,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,156.45
2021-01-01,28,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,174.96
2021-01-01,29,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,107.38
2021-01-01,32,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,222.17
2021-01-01,35,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,190.35
2021-01-01,37,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,205.51
2021-01-01,40,Ingrédients protéiques pour nutrition sportive,"Ramírez, Moreno y Acevedo Limitada",-73.02841,-36.9256,bateau,217.55
2021-01-01,1,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,17.0
2021-01-01,2,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,15.0
2021-01-01,4,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,19.0
2021-01-01,5,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,12.0
2021-01-01,6,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,17.0
2021-01-01,7,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,11.0
2021-01-01,8,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,10.0
2021-01-01,9,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,20.0
2021-01-01,11,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,12.0
2021-01-01,12,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,22.0
2021-01-01,13,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,14.0
2021-01-01,14,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,13.0
2021-01-01,15,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,15.0
2021-01-01,16,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,20.0
2021-01-01,18,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,9.0
2021-01-01,19,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,13.0
2021-01-01,21,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,17.0
2021-01-01,22,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,11.0
2021-01-01,23,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,22.0
2021-01-01,25,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,14.0
2021-01-01,26,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,12.0
2021-01-01,28,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,17.0
2021-01-01,29,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,14.0
2021-01-01,30,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,12.0
2021-01-01,36,Farine protéique pour alimentation humaine,TUI,6.61944,52.57583,camion,11.0
2021-01-01,1,Insectes en vrac,Taylor PLC,-69.96533,43.91452,bateau,19.0
2021-01-01,2,Insectes en vrac,Taylor PLC,-69.96533,43.91452,bateau,12.0
2021-01-01,3,Insectes en vrac,Taylor PLC,-69.96533,43.91452,bateau,14.0
